Gene Symbol	Entrez ID	Uniprot ID	Ensembl ID	DOID	Source	Disease Name	DOID Source
ATP6V0A4	50617	A0A2R8YE46	ENSG00000105929	DOID:14219	HPO	Renal tubular acidosis	Xref -> OMIM
SBF2	81846	H0Y767	ENSG00000133812	DOID:0110190	HPO	Charcot-Marie-Tooth disease type 4B2	Xref -> MeSH
RARB	5915	Q6FHY0	ENSG00000077092	DOID:0111800	HPO	syndromic microphthalmia 12	Xref -> OMIM
UNC80	285175	A0A669KBC5	ENSG00000144406	DOID:9000999	HPO	Hypotonia-speech impairment-severe cognitive delay syndrome	DiseaseName -> Frozenset
SPNS2	124976	I3L4N9	ENSG00000183018	DOID:0111643	HPO	autosomal recessive nonsyndromic deafness 115	Xref -> OMIM
GTF2E2	2961	P29084	ENSG00000197265	DOID:0111872	HPO	nonphotosensitive trichothiodystrophy 6	Xref -> OMIM
NDN	4692	A0A0S2Z3Y6	ENSG00000182636	DOID:11983	HPO	Prader-Willi syndrome	Xref -> OMIM
ACSF3	197322	F5GX20	ENSG00000176715	DOID:0111263	HPO	combined malonic and methylmalonic acidemia	Xref -> OMIM
ACAT1	38	A0A5F9ZHL7	ENSG00000075239	DOID:14723	HPO	beta-ketothiolase deficiency	Xref -> OMIM
DONSON	29980	H7C304	ENSG00000159147	DOID:9002832	HPO	Microcephaly, Short Stature, and Limb Abnormalities	Xref -> OMIM
SLC12A6	9990	H0YKQ8	ENSG00000140199	DOID:0090003	HPO	Corpus callosum agenesis-neuronopathy syndrome	Xref -> MeSH
SLC25A21	89874	Q9BQT8	ENSG00000183032	DOID:9006116	HPO	Mitochondrial DNA Depletion Syndrome 18	Xref -> OMIM
CAP2	10486	B7Z385	ENSG00000112186	DOID:0110458	HPO	Familial isolated dilated cardiomyopathy	DiseaseName -> Frozenset
NBEA	26960	Q8NFP9	ENSG00000172915	None	HPO	None	None
GJB6	10804	O95452	ENSG00000121742	DOID:0110475	HPO	autosomal recessive nonsyndromic deafness 1A	Xref -> OMIM
COL6A3	1293	C9JNG9	ENSG00000163359	DOID:0050663	HPO	Bethlem myopathy	Xref -> MeSH
TP53	7157	L0ERB4	ENSG00000141510	DOID:4905	HPO	pancreatic carcinoma	Xref -> OMIM
PNPLA2	57104	Q96AD5	ENSG00000177666	DOID:14497	HPO	Triglyceride deposit cardiomyovasculopathy	Xref -> ICD-10
COL2A1	1280	P02458	ENSG00000139219	DOID:0080045	HPO	Kniest dysplasia	Xref -> OMIM
NDST1	3340	P52848	ENSG00000070614	None	HPO	None	None
SFTPB	6439	D6W5L6	ENSG00000168878	DOID:12120	HPO	Pulmonary alveolar proteinosis	Xref -> OMIM
LRIG2	9860	O94898	ENSG00000198799	DOID:9000436	HPO	Urofacial Syndrome 2	Xref -> OMIM
BSND	7809	Q8WZ55	ENSG00000162399	None	HPO	None	None
CAT	847	Q6IB77	ENSG00000121691	DOID:2582	HPO	Acatalasemia	Xref -> UMLS
PIK3R5	23533	J3KRE9	ENSG00000141506	DOID:0050755	HPO	Spinocerebellar ataxia with axonal neuropathy type 2	DiseaseName -> Frozenset
MICU1	10367	E9PQV6	ENSG00000107745	DOID:0111335	HPO	Proximal myopathy with extrapyramidal signs	Xref -> GARD
TCTN3	26123	A0A7P0TB57	ENSG00000119977	DOID:0110987	HPO	Joubert syndrome 18	Xref -> OMIM
LAMB2	3913	P55268	ENSG00000172037	DOID:0080380	HPO	nephrotic syndrome type 5	Xref -> OMIM
SCN1A	6323	F8T7W6	ENSG00000144285	None	HPO	None	None
HELLS	3070	B1ALG6	ENSG00000119969	DOID:0090011	HPO	immunodeficiency-centromeric instability-facial anomalies syndrome 4	Xref -> OMIM
PARS2	25973	Q7L3T8	ENSG00000162396	DOID:0112211	HPO	developmental and epileptic encephalopathy 75	Xref -> OMIM
ADGRG2	10149	Q8IZP9	ENSG00000173698	None	HPO	None	None
UBB	7314	J3QSA3	ENSG00000170315	None	HPO	None	None
ATP7A	538	Q04656	ENSG00000165240	DOID:1838	HPO	Menkes disease	Xref -> UMLS
TREM2	54209	Q9NZC2	ENSG00000095970	DOID:332	HPO	Amyotrophic lateral sclerosis	Xref -> UMLS
SLURP1	57152	P55000	ENSG00000126233	DOID:0060862	HPO	mal de Meleda	Xref -> OMIM
TGFBI	7045	Q15582	ENSG00000120708	DOID:0060447	HPO	epithelial basement membrane dystrophy	Xref -> OMIM
AVPR2	554	P30518	ENSG00000126895	DOID:0081060	HPO	X-linked nephrogenic diabetes insipidus	Xref -> OMIM
CTC1	80169	Q2NKJ3	ENSG00000178971	DOID:2729	HPO	Dyskeratosis congenita	Xref -> UMLS
GAMT	2593	K7EM34	ENSG00000130005	DOID:0050799	HPO	guanidinoacetate methyltransferase deficiency	Xref -> OMIM
NECAP1	25977	A0A1W2PR09	ENSG00000089818	DOID:0080443	HPO	developmental and epileptic encephalopathy 21	Xref -> OMIM
NR5A1	2516	Q5T6F6	ENSG00000136931	DOID:0112338	HPO	Male infertility with azoospermia or oligozoospermia due to single gene mutation	DiseaseName -> Frozenset
EDN3	1908	P14138	ENSG00000124205	DOID:10487	HPO	Hirschsprung disease	Xref -> UMLS
CYLD	1540	D6CJC7	ENSG00000083799	DOID:9007226	HPO	Frontotemporal Dementia and/or Amyotrophic Lateral Sclerosis-8	Xref -> OMIM
ZP3	7784	E9PFI9	ENSG00000188372	DOID:9005770	HPO	Oocyte Maturation Defect 3	Xref -> OMIM
BCR	613	Q12843	ENSG00000186716	DOID:8552	HPO	chronic myeloid leukemia	Xref -> OMIM
GUCA1B	2979	A4FUA1	ENSG00000112599	DOID:0110382	HPO	retinitis pigmentosa 48	Xref -> OMIM
PCBD1	5092	P61457	ENSG00000166228	None	HPO	None	None
TNF	7124	A0A0G2YPN5	ENSG00000232810	DOID:2841	HPO	asthma	Xref -> OMIM
OPA3	80207	B4DK77	ENSG00000125741	DOID:0111433	HPO	optic atrophy 3	Xref -> OMIM
HLA-B	3106	A0A2H4FZ82	ENSG00000234745	DOID:6196	HPO	Reactive arthritis	Xref -> UMLS
RPL35	11224	P42766	ENSG00000136942	DOID:1339	HPO	Blackfan-Diamond anemia	Xref -> MeSH
FREM2	341640	Q5SZK8	ENSG00000150893	DOID:0111717	HPO	isolated cryptophthalmia	Xref -> OMIM
WFS1	7466	A0A0S2Z4V4	ENSG00000109501	DOID:9352	HPO	type 2 diabetes mellitus	Xref -> OMIM
DNAAF4	161582	B4DY92	ENSG00000256061	DOID:9562	HPO	Primary ciliary dyskinesia	Xref -> GARD
C11ORF80	79703	Q8N6T0	ENSG00000173715	DOID:9007235	HPO	Hydatidiform Mole, Recurrent, 4	Xref -> OMIM
EEF1A2	1917	A0A2R8Y488	ENSG00000101210	DOID:0080463	HPO	developmental and epileptic encephalopathy 33	Xref -> OMIM
LINGO1	84894	H3BMW2	ENSG00000169783	DOID:9009216	HPO	Mental Retardation, Autosomal Recessive 64	Xref -> OMIM
SMAD4	4089	A0A024R274	ENSG00000141646	DOID:9008615	HPO	Familial thoracic aortic aneurysm and aortic dissection	DiseaseName -> Frozenset
MIR140	406932	None	ENSG00000208017	DOID:0112294	HPO	Spondyloepiphyseal dysplasia-craniosynostosis-cleft palate-cataracts-intellectual disability syndrome	Xref -> OMIM
POLR1C	9533	A0A2R8YEZ4	ENSG00000171453	DOID:0080791	HPO	Treacher Collins syndrome 3	Xref -> OMIM
CAPN3	825	A0A669KAX6	ENSG00000092529	DOID:0110275	HPO	autosomal recessive limb-girdle muscular dystrophy type 2A	Xref -> OMIM
KCNQ2	3785	A0A0D9SGJ7	ENSG00000075043	DOID:14777	HPO	Benign familial infantile epilepsy	Xref -> UMLS
MYL1	4632	Q53SD2	ENSG00000168530	DOID:9001348	HPO	Congenital Myopathy with Fast-Twitch (Type ii) Fiber Atrophy	Xref -> OMIM
DVL1	1855	P54792	ENSG00000107404	DOID:0060766	HPO	autosomal dominant Robinow syndrome 1	Xref -> OMIM
HADH	3033	Q16836	ENSG00000138796	DOID:9001715	HPO	3-Hydroxyacyl-CoA Dehydrogenase Deficiency	Xref -> OMIM
ATP11A	23250	A0A087WVE8	ENSG00000068650	DOID:2797	HPO	Idiopathic pulmonary fibrosis	Xref -> UMLS
JAG1	182	A0A087WXH5	ENSG00000101384	DOID:9245	HPO	Alagille syndrome	Xref -> OMIM
KCNJ2	3759	P63252	ENSG00000123700	DOID:0050650	HPO	Familial atrial fibrillation	Xref -> OMIM
TGFB2	7042	P61812	ENSG00000092969	DOID:0070233	HPO	Loeys-Dietz syndrome 4	Xref -> OMIM
PEX14	5195	Q8WVL1	ENSG00000142655	DOID:0050444	HPO	Infantile Refsum disease	Xref -> UMLS
KLHL15	80311	Q96M94	ENSG00000174010	DOID:0112020	HPO	non-syndromic X-linked intellectual disability 103	Xref -> OMIM
RNASEH2A	10535	A0A2R8Y606	ENSG00000104889	DOID:9000258	HPO	Aicardi-Goutieres Syndrome 4	Xref -> OMIM
TSC1	7248	Q0VAM5	ENSG00000165699	DOID:9008426	HPO	Focal Cortical Dysplasia of Taylor	Xref -> OMIM
BTG4	54766	E9PRM5	ENSG00000137707	DOID:9007155	HPO	Oocyte Maturation Defect 8	Xref -> OMIM
ADCY6	112	F8VZJ5	ENSG00000174233	None	HPO	None	None
IDH1	3417	C9JLU6	ENSG00000138413	DOID:4624	HPO	Maffucci syndrome	Xref -> UMLS
WWOX	51741	A0A411HBG3	ENSG00000186153	DOID:0050709	HPO	Non-specific early-onset epileptic encephalopathy	Xref -> OMIM
POMK	84197	A0A6Q8PFG8	ENSG00000185900	DOID:9006042	HPO	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 12	Xref -> OMIM
SCN8A	6334	Q9UQD0	ENSG00000196876	DOID:9007283	HPO	Infantile convulsions and choreoathetosis	Xref -> OMIM
SURF1	6834	A0A0S2Z523	ENSG00000148290	DOID:9007344	HPO	Mitochondrial Complex IV Deficiency, Nuclear Type 1	Xref -> OMIM
NIN	51199	E9PJH9	ENSG00000100503	DOID:0070011	HPO	Seckel syndrome 7	Xref -> OMIM
SLCO1B3	28234	A0A1J1EWS0	ENSG00000111700	DOID:9005094	HPO	Rotor syndrome	Xref -> OMIM
SMS	6611	P52788	ENSG00000102172	DOID:0060802	HPO	syndromic X-linked intellectual disability Snyder type	Xref -> OMIM
ND6	4541	Q8HAX7	ENSG00000198695	DOID:3687	HPO	MELAS syndrome	Xref -> OMIM
BAZ1B	9031	Q9UIG0	ENSG00000009954	None	HPO	None	None
RSPH3	83861	A0A0C4DFU3	ENSG00000130363	DOID:9562	HPO	Primary ciliary dyskinesia	Xref -> GARD
DES	1674	L7RDA5	ENSG00000175084	DOID:0080092	HPO	Desminopathy	Xref -> OMIM
MYL2	4633	A0A590UK07	ENSG00000111245	DOID:0080102	HPO	Congenital fiber-type disproportion myopathy	Xref -> OMIM
COL4A4	1286	A0A804HI86	ENSG00000081052	DOID:0110033	HPO	autosomal recessive Alport syndrome	Xref -> OMIM
DNAH5	1767	A0A7P0Z455	ENSG00000039139	DOID:0110599	HPO	primary ciliary dyskinesia 3	Xref -> OMIM
DIAPH1	1729	A0A0G2JH68	ENSG00000131504	DOID:9005489	HPO	Seizures, Cortical Blindness, and Microcephaly Syndrome	Xref -> OMIM
TTI2	80185	E5RIH5	ENSG00000129696	None	HPO	None	None
HMGA1	3159	Q5T6U8	ENSG00000137309	DOID:9352	HPO	type 2 diabetes mellitus	Xref -> OMIM
NUP133	55746	A0A024R3R6	ENSG00000069248	DOID:2590	HPO	Genetic steroid-resistant nephrotic syndrome	Xref -> OMIM
NR5A1	2516	Q5T6F6	ENSG00000136931	DOID:0111772	HPO	46,XY sex reversal 3	Xref -> OMIM
TRIP11	9321	G3V4R7	ENSG00000100815	DOID:0080054	HPO	achondrogenesis type IA	Xref -> OMIM
PMVK	10654	Q15126	ENSG00000163344	DOID:9007627	HPO	Porokeratosis of Mibelli	DiseaseName -> Frozenset
GNB3	2784	F5H100	ENSG00000111664	DOID:0110866	HPO	congenital stationary night blindness 1H	Xref -> OMIM
CPT1C	126129	A0A024QZE3	ENSG00000169169	DOID:0110818	HPO	Autosomal dominant spastic paraplegia type 73	Xref -> OMIM
CYP7B1	9420	O75881	ENSG00000172817	DOID:0110810	HPO	Autosomal recessive spastic paraplegia type 5A	Xref -> MeSH
RRM2B	50484	H0YAV1	ENSG00000048392	DOID:0070331	HPO	Mitochondrial DNA depletion syndrome 8b	Xref -> OMIM
CEP78	84131	A0A2R8Y7M8	ENSG00000148019	DOID:9000376	HPO	Cone-Rod Dystrophy and Hearing Loss 1	Xref -> OMIM
APC	324	Q9P119	ENSG00000134982	DOID:9002722	HPO	Gastric Adenocarcinoma and Proximal Polyposis of the Stomach	Xref -> OMIM
DNAJB6	10049	A0A0J9YX62	ENSG00000105993	DOID:0110305	HPO	autosomal dominant limb-girdle muscular dystrophy type 1	Xref -> OMIM
SOS1	6654	G5E9C8	ENSG00000115904	None	HPO	None	None
MMAB	326625	F5H079	ENSG00000139428	DOID:0060743	HPO	methylmalonic acidemia cblB type	Xref -> OMIM
CYBB	1536	A0A8G0YK02	ENSG00000165168	DOID:0112000	HPO	immunodeficiency 34	Xref -> OMIM
NCF1	653361	A0A087X1W0	ENSG00000158517	DOID:3265	HPO	Chronic granulomatous disease	Xref -> UMLS
TUBB1	81027	Q9H4B7	ENSG00000101162	DOID:0090102	HPO	autosomal dominant macrothrombocytopenia TUBB1-related	Xref -> OMIM
TMEM63A	9725	O94886	ENSG00000196187	DOID:9006466	HPO	Hypomyelinating Leukodystrophy 19	Xref -> OMIM
MBOAT7	79143	M0R1Z5	ENSG00000125505	None	HPO	None	None
MSMO1	6307	D6RDP9	ENSG00000052802	DOID:9002853	HPO	Microcephaly, Congenital Cataract, and Psoriasiform Dermatitis	Xref -> OMIM
COL2A1	1280	P02458	ENSG00000139219	DOID:0112297	HPO	Spondylometaphyseal dysplasia, 'corner fracture' type	Xref -> UMLS
LARGE1	9215	A0A6Q8PHK1	ENSG00000133424	None	HPO	None	None
POLG	5428	A0A0D9SFM1	ENSG00000140521	DOID:0111521	HPO	Autosomal dominant progressive external ophthalmoplegia	Xref -> OMIM
RYR2	6262	A0A590UK06	ENSG00000198626	DOID:0060675	HPO	catecholaminergic polymorphic ventricular tachycardia 1	Xref -> OMIM
SLC30A10	55532	Q6XR72	ENSG00000196660	DOID:0080536	HPO	Cirrhosis-dystonia-polycythemia-hypermanganesemia syndrome	Xref -> OMIM
KDM5C	8242	P41229	ENSG00000126012	None	HPO	None	None
SMN1	6606	Q16637	ENSG00000275349	DOID:0050530	HPO	intermediate spinal muscular atrophy	Xref -> OMIM
HPD	3242	P32754	ENSG00000158104	DOID:0111362	HPO	Hawkinsinuria	Xref -> UMLS
PMP2	5375	P02689	ENSG00000147588	DOID:0111560	HPO	Charcot-Marie-Tooth disease type 1G	Xref -> OMIM
SLC18A3	6572	Q16572	ENSG00000187714	None	HPO	None	None
CDIN1	84529	A0A2R8YEW7	ENSG00000186073	DOID:0111397	HPO	congenital dyserythropoietic anemia type Ib	Xref -> OMIM
FGFR1	2260	A0A3B3ISD1	ENSG00000077782	DOID:0111337	HPO	Jackson-Weiss syndrome	Xref -> OMIM
TGFBI	7045	Q15582	ENSG00000120708	DOID:0060453	HPO	Reis-Bucklers corneal dystrophy	Xref -> OMIM
COQ2	27235	Q96H96	ENSG00000173085	DOID:0070238	HPO	primary coenzyme Q10 deficiency 1	Xref -> OMIM
COL11A2	1302	A0A140T9W8	ENSG00000204248	DOID:0110545	HPO	autosomal dominant nonsyndromic deafness 13	Xref -> OMIM
ASPRV1	151516	Q53RT3	ENSG00000244617	DOID:9003075	HPO	Lamellar Ichthyosis, Autosomal Dominant Form	Xref -> OMIM
TNRC6B	23112	H0Y720	ENSG00000100354	DOID:0060307	HPO	Non-specific syndromic intellectual disability	Xref -> OMIM
WDR45	11152	A0A0U1RQS7	ENSG00000196998	DOID:0070100	HPO	oculocutaneous albinism type VII	Xref -> OMIM
FBXO7	25793	A2A282	ENSG00000100225	DOID:0060372	HPO	Parkinson's disease 15	Xref -> OMIM
GUCY1A1	2982	J3KQW2	ENSG00000164116	DOID:9007087	HPO	Moyamoya Disease 6 with Achalasia	Xref -> OMIM
FLT3	2322	A0A6G6D0I3	ENSG00000122025	DOID:9119	HPO	acute myeloid leukemia	Xref -> OMIM
ADCY5	111	F8WBM0	ENSG00000173175	DOID:9007924	HPO	Familial dyskinesia and facial myokymia	Xref -> OMIM
PITX2	5308	D6RFI4	ENSG00000164093	DOID:0110120	HPO	Axenfeld-Rieger syndrome type 1	Xref -> OMIM
NLRP1	22861	Q96AM0	ENSG00000091592	DOID:12306	HPO	vitiligo	Xref -> OMIM
NR3C2	4306	B0ZBF6	ENSG00000151623	DOID:9002298	HPO	Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy	Xref -> OMIM
CRYGB	1419	A0A0U3BWM0	ENSG00000182187	DOID:0110236	HPO	cataract 39 multiple types	Xref -> OMIM
PRKRA	8575	A0A7I2V3J2	ENSG00000180228	DOID:0090048	HPO	Dystonia 16	Xref -> GARD
HAAO	23498	C9IY88	ENSG00000162882	DOID:9005044	HPO	Vertebral, Cardiac, Renal, and Limb Defects Syndrome 1	Xref -> OMIM
ADA	100	A0A0S2Z3T6	ENSG00000196839	DOID:0060010	HPO	Omenn syndrome	Xref -> GARD
HOXD13	3239	P35453	ENSG00000128714	None	HPO	None	None
GAN	8139	A0A3B3ITY2	ENSG00000261609	DOID:9000462	HPO	Giant axonal neuropathy	Xref -> MeSH
ASPM	259266	Q4G1H0	ENSG00000066279	DOID:0070280	HPO	primary autosomal recessive microcephaly 5	Xref -> OMIM
CLN6	54982	A0A1B0GU90	ENSG00000128973	DOID:0110729	HPO	neuronal ceroid lipofuscinosis 6A	Xref -> OMIM
CAV1	857	C9JKI3	ENSG00000105974	DOID:0111137	HPO	congenital generalized lipodystrophy type 3	Xref -> OMIM
B2M	567	K7N5M4	ENSG00000166710	DOID:0050636	HPO	familial visceral amyloidosis	Xref -> OMIM
TPM1	7168	A0A0K0K1I0	ENSG00000140416	DOID:0110309	HPO	hypertrophic cardiomyopathy 3	Xref -> OMIM
PDE6C	5146	P51160	ENSG00000095464	DOID:13911	HPO	Achromatopsia	Xref -> UMLS
ALG9	79796	H0YF48	ENSG00000086848	DOID:898	HPO	Autosomal dominant polycystic kidney disease	DiseaseName -> Frozenset
IFITM5	387733	A6NNB3	ENSG00000206013	DOID:0110344	HPO	osteogenesis imperfecta type 5	Xref -> OMIM
RAB3GAP2	25782	Q9H2M9	ENSG00000118873	None	HPO	None	None
TSPY1	7258	A0A6M5CVY8	ENSG00000258992	None	HPO	None	None
PAFAH1B1	5048	A0A6Q8PFU3	ENSG00000007168	DOID:0112237	HPO	Lissencephaly due to LIS1 mutation	Xref -> OMIM
CDHR1	92211	A0A0A6YYA3	ENSG00000148600	DOID:0050572	HPO	Cone rod dystrophy	Xref -> GARD
PLD3	23646	A0A0A0MS28	ENSG00000105223	DOID:0080288	HPO	spinocerebellar ataxia 46	Xref -> OMIM
FECH	2235	K7EJM8	ENSG00000066926	DOID:9004435	HPO	Erythropoietic Protoporphyria 1	Xref -> OMIM
GATA1	2623	B7WNQ9	ENSG00000102145	DOID:0111767	HPO	X-linked thrombocytopenia with beta-thalassemia	Xref -> OMIM
WDR45	11152	A0A0U1RQS7	ENSG00000196998	None	HPO	None	None
SLC46A1	113235	K7EPJ7	ENSG00000076351	DOID:0111678	HPO	Hereditary folate malabsorption	Xref -> UMLS
ABCC8	6833	A0A2R8Y5D8	ENSG00000006071	DOID:2018	HPO	Autosomal dominant hyperinsulinism due to SUR1 deficiency	Xref -> ICD-10
KIRREL1	55243	Q96J84	ENSG00000183853	DOID:0112266	HPO	nephrotic syndrome type 23	Xref -> OMIM
KDM4B	23030	A0A0C4DFL8	ENSG00000127663	DOID:9008506	HPO	Autosomal Dominant Mental Retardation 65	Xref -> OMIM
PTRH2	51651	J3KQ48	ENSG00000141378	DOID:9005516	HPO	Infantile multisystem neurologic-endocrine-pancreatic disease	Xref -> OMIM
AMACR	23600	V9GZ45	ENSG00000242110	DOID:0111068	HPO	Congenital bile acid synthesis defect type 4	Xref -> UMLS
SPATA5	166378	Q8NB90	ENSG00000145375	DOID:9004336	HPO	Epilepsy, Hearing Loss, and Mental Retardation Syndrome	Xref -> OMIM
CTSC	1075	P53634	ENSG00000109861	DOID:3389	HPO	Papillon-Lefèvre syndrome	Xref -> UMLS
EXOC6B	23233	A0A0U1RRB6	ENSG00000144036	DOID:0112197	HPO	Spondyloepimetaphyseal dysplasia with joint laxity	Xref -> GARD
RELT	84957	F5H2T5	ENSG00000054967	DOID:0111722	HPO	amelogenesis imperfecta type 3C	Xref -> OMIM
STING1	340061	Q86WV6	ENSG00000184584	DOID:0111457	HPO	STING-associated vasculopathy with onset in infancy	Xref -> OMIM
GAS1	2619	P54826	ENSG00000180447	None	HPO	None	None
TOP2A	7153	J3QR57	ENSG00000131747	DOID:769	HPO	Neuroblastoma	Xref -> UMLS
PAPPA2	60676	Q9BXP8	ENSG00000116183	DOID:9005722	HPO	SHORT STATURE, DAUBER-ARGENTE TYPE	Xref -> OMIM
PDYN	5173	A0A494C0X3	ENSG00000101327	DOID:0050973	HPO	spinocerebellar ataxia type 23	Xref -> OMIM
COG2	22796	B1ALW7	ENSG00000135775	DOID:0070269	HPO	COG2-CDG	Xref -> OMIM
POU3F4	5456	A0A2R8Y739	ENSG00000196767	DOID:0111737	HPO	X-linked deafness 2	Xref -> OMIM
TNRC6B	23112	H0Y720	ENSG00000100354	DOID:9004585	HPO	GLOBAL DEVELOPMENTAL DELAY WITH SPEECH AND BEHAVIORAL ABNORMALITIES	Xref -> OMIM
KRAS	3845	A5HC09	ENSG00000133703	DOID:4905	HPO	pancreatic carcinoma	Xref -> OMIM
DRAM2	128338	Q6UX65	ENSG00000156171	DOID:0050572	HPO	Cone rod dystrophy	Xref -> GARD
ZFPM2	23414	E7ET52	ENSG00000169946	None	HPO	None	None
SCN2A	6326	A0A669KAR0	ENSG00000136531	None	HPO	None	None
TP53RK	112858	Q96S44	ENSG00000172315	None	HPO	None	None
DNAAF5	54919	Q86Y56	ENSG00000164818	DOID:0110604	HPO	primary ciliary dyskinesia 18	Xref -> OMIM
KNL1	57082	H0YCZ2	ENSG00000137812	None	HPO	None	None
SF3B2	10992	H0YCG1	ENSG00000087365	DOID:2907	HPO	Goldenhar syndrome	Xref -> OMIM
SLC35C1	55343	E9PPI4	ENSG00000181830	None	HPO	None	None
CRX	1406	A0A087WTS9	ENSG00000105392	DOID:10584	HPO	Retinitis pigmentosa	Xref -> UMLS
RAC1	5879	A4D2P1	ENSG00000136238	DOID:0080235	HPO	Autosomal dominant mental retardation 48	Xref -> OMIM
SLC39A13	91252	K4DIA9	ENSG00000165915	DOID:0080739	HPO	Ehlers-Danlos syndrome spondylodysplastic type 3	Xref -> OMIM
TGFBR1	7046	B4DY26	ENSG00000106799	DOID:5585	HPO	Ferguson-Smith tumor	Xref -> OMIM
SFTPC	6440	A0A0S2Z4Q0	ENSG00000168484	DOID:2797	HPO	Idiopathic pulmonary fibrosis	Xref -> UMLS
DIAPH3	81624	Q9NSV4	ENSG00000139734	DOID:0060690	HPO	autosomal dominant auditory neuropathy 1	Xref -> OMIM
ALDH18A1	5832	P54886	ENSG00000059573	DOID:0110824	HPO	Autosomal dominant spastic paraplegia type 9A	Xref -> OMIM
SBF2	81846	H0Y767	ENSG00000133812	DOID:0110190	HPO	Charcot-Marie-Tooth disease type 4B2	Xref -> OMIM
NALCN	259232	A0A6Q8PF19	ENSG00000102452	None	HPO	None	None
TRAF6	7189	Q9Y4K3	ENSG00000175104	None	HPO	None	None
ZNF407	55628	A0A087WYH1	ENSG00000215421	DOID:9003499	HPO	SHORT STATURE, IMPAIRED INTELLECTUAL DEVELOPMENT, MICROCEPHALY, HYPOTONIA, AND OCULAR ANOMALIES	Xref -> OMIM
ZBTB24	9841	O43167	ENSG00000112365	None	HPO	None	None
SYCP3	50511	A0A515MFP5	ENSG00000139351	DOID:0070176	HPO	spermatogenic failure 4	Xref -> OMIM
PITX2	5308	D6RFI4	ENSG00000164093	DOID:0050786	HPO	Iridogoniodysgenesis syndrome	Xref -> OMIM
SHROOM4	57477	Q9ULL8	ENSG00000158352	DOID:0112126	HPO	Stocco Dos Santos type X-linked intellectual disability	Xref -> OMIM
RPL5	6125	Q5T7N0	ENSG00000122406	DOID:1339	HPO	Blackfan-Diamond anemia	Xref -> MeSH
NFIX	4784	Q14938	ENSG00000008441	DOID:0050858	HPO	Marshall-Smith syndrome	Xref -> OMIM
INF2	64423	A0A6Q8PEY8	ENSG00000203485	DOID:2590	HPO	Genetic steroid-resistant nephrotic syndrome	Xref -> OMIM
CLCNKA	1187	P51800	ENSG00000186510	None	HPO	None	None
MC1R	4157	V9Q671	ENSG00000258839	DOID:0070096	HPO	Oculocutaneous albinism type 2	Xref -> MeSH
FARS2	10667	Q5JRF7	ENSG00000145982	DOID:0110822	HPO	hereditary spastic paraplegia 77	Xref -> OMIM
KCNH1	3756	L8EAS2	ENSG00000143473	DOID:9007410	HPO	Temple-Baraitser syndrome	Xref -> OMIM
SCO2	9997	O43819	ENSG00000284194	DOID:0110191	HPO	Autosomal recessive axonal Charcot-Marie-Tooth disease due to copper metabolism defect	Xref -> ICD-10
COL6A3	1293	C9JNG9	ENSG00000163359	DOID:0050663	HPO	Bethlem myopathy	Xref -> OMIM
PYGM	5837	P11217	ENSG00000068976	DOID:2746	HPO	Glycogen storage disease due to muscle glycogen phosphorylase deficiency	Xref -> UMLS
SMARCA4	6597	A0A2R8YF58	ENSG00000127616	DOID:9001988	HPO	Rhabdoid Tumor Predisposition Syndrome 2	Xref -> OMIM
APOC3	345	A3KPE2	ENSG00000110245	DOID:0111370	HPO	apolipoprotein C-III deficiency	Xref -> OMIM
PI4KA	5297	C9JLI1	ENSG00000241973	DOID:9002810	HPO	Gastrointestinal Defects and Immunodeficiency Syndrome 2	Xref -> OMIM
KNG1	3827	D3DNU8	ENSG00000113889	DOID:9002291	HPO	Hereditary Angioedema 6	Xref -> OMIM
LMX1B	4010	A0A0S2Z439	ENSG00000136944	DOID:9467	HPO	nail-patella syndrome	Xref -> OMIM
HFE	3077	H2E8T5	ENSG00000010704	DOID:0111029	HPO	Symptomatic form of hemochromatosis type 1	DiseaseName -> Frozenset
KIZ	55857	Q2M2Z5	ENSG00000088970	DOID:10584	HPO	Retinitis pigmentosa	Xref -> UMLS
BLM	641	A0A3B3IT82	ENSG00000197299	DOID:2717	HPO	Bloom syndrome	Xref -> OMIM
PANK2	80025	V9GYZ0	ENSG00000125779	DOID:3981	HPO	pantothenate kinase-associated neurodegeneration	Xref -> OMIM
ELN	2006	A7L3I8	ENSG00000049540	DOID:0070142	HPO	Autosomal dominant cutis laxa	DiseaseName -> Frozenset
UBAC2	337867	X6R5E5	ENSG00000134882	DOID:13241	HPO	Behçet disease	Xref -> UMLS
WNT7A	7476	O00755	ENSG00000154764	DOID:0112181	HPO	Schinzel type phocomelia	Xref -> OMIM
IMPG1	3617	A0A0R4J2E9	ENSG00000112706	DOID:9000341	HPO	Concentric Annular Macular Dystrophy	Xref -> OMIM
TDRD9	122402	A0A0C4DFS5	ENSG00000156414	DOID:0111913	HPO	spermatogenic failure 30	Xref -> OMIM
KCNJ2	3759	P63252	ENSG00000123700	DOID:0050434	HPO	Andersen-Tawil syndrome	Xref -> OMIM
HNF1B	6928	E0YMJ8	ENSG00000275410	DOID:9352	HPO	type 2 diabetes mellitus	Xref -> OMIM
